Date,Open,High,Low,Close,Volume
2021-01-22,58.967651409979226,60.87173738317142,49.74502983465936,58.253789024225625,9634726
2021-01-23,58.24810811770658,67.25465878744035,55.61944734810095,63.68607811849324,10690056
2021-01-24,63.74632519627448,73.71942672002115,62.72199390208516,67.48501108818527,11154912
2021-01-25,67.39830768494357,79.35140431702166,66.21732853136018,77.04574755890098,11708098
2021-01-26,76.72191405866397,90.78985775007459,75.40826581921647,86.65381946011257,21704678
2021-01-27,86.82603114793346,105.17248327963533,79.34069190636183,80.69059207857208,17806252
2021-01-28,80.70945203335577,85.48940825291902,74.7882502628654,74.8397986230757,13441054
2021-01-29,72.58157006721922,75.90074747993822,68.99504624684596,74.56503593111847,13800684
2021-01-30,74.59763156477675,80.3307740465516,70.0175439343202,77.09097652453966,9761760
2021-01-31,77.07294060134518,80.08970933514684,70.4365012400649,73.73050476059143,7045470
2021-02-01,73.80127870549586,93.73357144490363,70.85894021570311,92.25997376254236,18311155
2021-02-02,92.18755721162233,93.2817401901957,83.82491901432694,88.21091173396415,9576264
2021-02-03,87.90749347992097,96.37935679150905,86.94624698819099,93.27514793748196,8703562
2021-02-04,93.28869261565706,93.39141824900436,82.05880648928178,87.66779851638965,9367983
2021-02-05,87.62760651205461,105.86775856874738,87.62760651205461,98.58695379051278,15064773
2021-02-06,98.75990219531741,99.16759591695518,83.98953978863392,87.68015899022795,11475217
2021-02-07,87.74470631232907,95.90180047116155,83.16489154001465,91.92991363950205,11586260
2021-02-08,91.80997611454951,130.88900300218666,89.44014312140098,125.3719314259979,28123777
2021-02-09,124.92193377800504,125.24778097133095,112.57011500000226,117.9191823609217,20662183
2021-02-10,117.79824071800613,136.0699788332313,112.40632371444735,125.01495657581836,20700237
2021-02-11,125.56145869151804,145.14564447036537,123.64885408712871,136.6928375714233,14796256
2021-02-12,136.92016114679063,167.4010787176412,128.48803689502165,164.90397922984266,24428360
2021-02-13,164.88484641691684,189.39393611758715,145.49420437544177,180.54559405582043,28273039
2021-02-14,180.58779975324435,211.07138041956205,167.27784506633176,197.65586237462412,27701104
2021-02-15,197.28385849797633,213.59492531849537,156.89420663910641,187.84187534787634,32787833
2021-02-16,187.40726689909934,202.23675766518136,175.69495120595823,179.9682371414092,18900710
2021-02-17,180.09697161286385,182.62180440222798,163.29195515481842,172.96631521307788,18217270
2021-02-18,172.9370102486137,200.7409275013997,172.9370102486137,195.91758138007575,18407265
2021-02-19,195.73913215512584,199.46720386530797,177.55427207235334,180.8661259725377,16549899
2021-02-20,180.97700460717166,195.84257813396835,153.594620440992,163.6573558644268,19001753
2021-02-21,163.44614183377055,181.81016057266243,158.6751517327575,168.02979844872607,15975170
2021-02-22,168.04188060725937,171.7045755065883,121.51843228504367,151.69190421567328,28412887
2021-02-23,151.77585720884235,152.33719189314797,101.6388830245087,121.11796384700938,4463128
2021-02-24,121.13270910100982,141.14474736103512,117.77836573093373,124.96661702735946,7424922
2021-02-25,124.74395386905962,147.22305539259833,122.00395606314123,130.13962540065404,12312718
2021-02-26,130.5594012808251,145.98897258739453,117.750359571226,136.40708961066412,12241074
2021-02-27,136.743643757487,158.89140818188025,136.51384263018915,144.84854561089378,13315343
2021-02-28,145.01884183455695,145.01884183455695,120.58931756813037,127.79569755951889,9629112
2021-03-01,128.0923380173117,150.38146478797714,127.91471828111389,150.374228590048,13711583
