Date,Open,High,Low,Close,Volume
2023-07-27,91.65359565613471,91.92415087554036,91.44384414512024,91.66321117706319,414185.0
2023-07-28,91.66239260263683,91.7804965208743,91.51324288498836,91.70871300084399,1356037.0
2023-07-29,91.69855176363126,97.012092994446,91.55846639346419,91.64764734863638,625629.0
2023-07-30,91.64910986827816,91.77966703212223,91.50729457749003,91.64764734863638,625629.0
2023-07-31,91.64910986827816,91.77966703212223,91.50729457749003,91.64764734863638,625629.0
2023-08-01,91.64910986827816,91.77966703212223,91.50729457749003,91.61541734488856,206319710.0
2023-08-02,91.61074601349537,91.65176204941963,91.52477932723741,91.55536126780679,68809616.0
2023-08-03,91.54656977846751,91.64700340342097,91.5234041222011,91.60836669049604,23911403.0
2023-08-04,91.59976620185626,91.6692577134927,91.50811860907926,91.54748658182507,29014607.0
2023-08-05,91.54885632969854,91.58858993235481,91.49529973356219,91.54968036128774,22851526.0
2023-08-06,91.55362043286006,91.58034961646263,91.4548294139222,91.48092556663505,23427884.0
2023-08-07,91.48183691282975,91.56818014332386,91.3844210989282,91.50784029377428,20288148.0
2023-08-08,91.51132196366781,91.68380650963081,91.4833976614027,91.58383128635614,23699132.0
2023-08-09,91.58868816128597,91.64518071103157,91.41857202399659,91.55306925941295,19174934.0
2023-08-10,91.55499018073351,91.57312433285915,91.45812554027907,91.50243770256021,20056248.0
2023-08-11,91.50912272704227,91.57797029346328,91.4267250252833,91.50161367097097,14724681.0
2023-08-12,91.50253047432854,91.6010431779614,91.50124804106052,91.51168759357824,9320732.0
2023-08-13,91.51315011322004,91.57120341153859,91.44777875952968,91.46764828943924,12365120.0
2023-08-14,91.46920358084935,91.50051678123964,91.36391308096609,91.47533743188433,23312931.0
2023-08-15,91.45876948549447,91.60085763442476,91.30156499549048,91.4882490791697,41165477.0
2023-08-16,91.48989714234811,91.68619674695583,91.40127281778585,91.51397414480927,54499861.0
2023-08-17,91.50527542723832,91.73132748366334,91.36785315253836,91.56735065457178,101360657.0
2023-08-18,91.58282716839312,91.70166234645149,91.45043639783398,91.53649585586027,44840335.0
2023-08-19,91.53182998162993,91.61093155703202,91.51305734145171,91.5925300039271,17889073.0
2023-08-20,91.55846639346419,91.63181066206742,91.52679302032628,91.58456254617704,14840813.0
2023-08-21,91.57568919939513,91.6514891912775,91.51379405843547,91.57110518260744,17683310.0
2023-08-22,91.56588813492999,91.64984112809907,91.49639662329355,91.53466770630803,18829174.0
2023-08-23,91.54812506987766,91.65634606620735,91.43999684531629,91.58282716839312,31959223.0
2023-08-24,91.5768788608948,91.61806952603001,91.44521935015655,91.57669331735816,100640308.0
2023-08-25,91.56075840185802,91.67026183145572,90.85440507217574,91.57018837924988,75724942.0
2023-08-26,91.57000283571324,91.6070897143909,91.49740619841941,91.5394263523067,10707303.0
2023-08-27,91.53539896612891,91.73755956362947,91.51140927827329,91.53915349416457,12039534.0
2023-08-28,91.54098710087963,91.70413989838198,91.42635393821001,91.48238808627684,37687747.0
2023-08-29,91.47872633000951,91.63024991349448,91.28371461583266,91.52249277600642,177085822.0
2023-08-30,91.50445139564907,91.5778829788578,91.43725189240651,91.47698549506278,79118364.0
2023-08-31,91.48998991411644,91.62914756660028,91.29753760931271,91.44228885371012,158533026.0
