Date,Close,High,Low,Open,Volume
2021-01-20,3904.027478810982,3917.557702184189,3693.235413976712,3909.16322429711,684094133.0
2021-01-21,3541.079560146318,3906.6196443677177,3523.079109520535,3903.947434863774,621983627.0
2021-01-22,3743.738251148374,3794.3288220787654,3386.004374232609,3540.114838337176,561072899.0
2021-01-23,3739.8814611331327,3834.700332570006,3627.2739584242227,3744.4275378902676,468609053.0
2021-01-24,3837.569680878427,3865.967106219032,3711.3466677957913,3744.1874060486443,450486066.0
2021-01-25,3813.9381909971125,3972.4402365545975,3723.2211349335266,3837.060755170416,507172505.0
2021-01-26,3820.4469173768302,3892.1446227879496,3665.8775113391457,3816.8176758752675,546536514.0
2021-01-27,3756.3194818723714,3852.801100282464,3640.493443504558,3826.076208947925,519618043.0
2021-01-28,3896.8993730668444,3947.057217330672,3711.6633482157486,3755.544558593072,533847527.0
2021-01-29,3926.517730755033,4032.5420557272155,3839.8965479376493,3883.8032745077508,651771603.0
2021-01-30,4102.438947094604,4122.2286770468345,3910.7315963107394,3926.624339505681,533768579.0
2021-01-31,4056.9648971215356,4188.151683541713,3979.3624650720744,4104.859839576529,512545443.0
2021-02-01,4728.761512245052,4777.415299282526,3988.078167358646,4059.9960810088087,1256933735.0
2021-02-02,4678.247140356107,4848.261183299124,4525.288050758536,4723.64743804594,1006694242.0
2021-02-03,4786.940529000247,4826.780393885798,4577.380232157069,4677.669705418171,714000888.0
2021-02-04,5124.363166927826,5229.350415955181,4728.298375869286,4786.901380868862,940905214.0
2021-02-05,6216.621199237648,6273.2839249754325,5132.213765418157,5132.213765418157,1431595319.0
2021-02-06,6664.506581533235,6908.998546289513,5700.068246807554,6217.452397955814,2114553792.0
2021-02-07,6284.880859824596,6836.673072628677,5909.877413914539,6676.841738288524,1493688265.0
2021-02-08,7314.884275272489,7314.884275272489,6217.873939441983,6278.928246632684,2133574291.0
2021-02-09,9886.702590721194,10549.415441215735,7187.958343509352,7312.637452160474,4425849540.0
2021-02-10,11887.685224668123,13567.94259779714,9869.227144500239,9869.227144500239,7000323240.0
2021-02-11,11401.786307723494,12052.483478177804,10912.670952341286,11848.109260132536,2809765027.0
2021-02-12,12548.444163962267,12850.340571731329,11153.729066716041,11376.604272209805,2981627650.0
2021-02-13,12228.135551114101,12687.916372760665,11520.385571755702,12546.574840688612,2116751635.0
2021-02-14,12500.624721474946,12714.142824493814,11795.558486337774,12230.067791027483,2312597445.0
2021-02-15,11872.175573901739,12756.566815587692,10971.196709688753,12486.904699571896,2414986848.0
2021-02-16,11916.961036206689,12212.368641198613,11618.248909481566,11887.927104194183,1925775294.0
2021-02-17,15088.55668743141,16045.717314625159,11645.32333770348,11919.112785285339,5236224271.0
2021-02-18,17953.11074790498,18275.91924857162,14960.714269949589,15120.50995152723,6110987389.0
2021-02-19,30477.273283375427,31417.714862172492,17902.999741584063,17958.17064388655,17982945189.0
2021-02-20,23452.784254129976,30645.78082233388,20883.509169073775,30504.984567806125,9680520706.0
2021-02-21,26931.92343107611,28183.98972829152,22956.80399427982,23323.17877258826,8505963719.0
2021-02-22,24511.65452295821,27074.405851548538,20435.040759250056,26995.035811459646,7885768925.0
2021-02-23,21165.771390805487,24605.761038218625,17447.30290892953,24498.332973106764,8280752930.0
2021-02-24,23306.672242619097,25664.20067760162,19656.68502771668,21177.440330253445,7154121651.0
2021-02-25,21430.73573105503,24254.666614478454,21430.73573105503,23316.611673548352,4059853073.0
2021-02-26,20312.35610807827,21876.88181779906,19270.564211566932,21557.58126933407,4167145958.0
2021-02-27,20639.380023606587,21732.51329628239,20167.487049738877,20339.88842962263,2755271254.0
2021-02-28,19203.092407124117,20907.267890382092,17945.78445474571,20657.385367748797,3129699003.0
2021-03-01,23331.485167179722,23776.905615345575,19237.62804974383,19237.62804974383,5008256561.0
2021-03-02,21947.210037685465,24205.569265130907,20950.20500162663,23361.12030263851,5882262804.0
2021-03-03,22090.96057798527,23297.00545046199,21707.711556902155,21962.46103115519,5827707431.0
2021-03-04,21069.636163450778,22858.2835272057,20715.93699082592,22086.756348303985,5580339595.0
2021-03-05,20742.290673986077,21108.264183947813,19816.842829509642,21059.577889979813,4969642573.0
2021-03-06,20769.256745772902,21266.98888450256,20165.258402545005,20726.274893806778,4489684331.0
2021-03-07,22007.38071562489,22297.286610009614,20666.58797491947,20769.796430727,5081569247.0
2021-03-08,22020.158386079594,22237.282311628573,21023.459544334095,22007.414271166082,5016770824.0
2021-03-09,26889.74131950829,27182.532990435135,21629.04758132575,22027.196660843678,8676266998.0
2021-03-10,25597.296521063894,27037.024978665635,24609.577981028706,26886.136895125732,4544623650.0
2021-03-11,26553.240759889595,28689.968141268007,25049.34571865201,25519.509184001014,4676132222.0
2021-03-12,24161.267561878078,26575.594342910685,23268.87751806155,26572.3282702351,3960814749.0
2021-03-13,25299.19748203922,25932.25352578796,23474.338096752763,24152.671750743873,2903774859.0
2021-03-14,24248.400117161684,25323.62032343354,24248.400117161684,25306.62164552696,2044273970.0
2021-03-15,23334.31641596742,24486.359237493016,22963.415834041312,24195.87451002281,2488528410.0
2021-03-16,23649.50641063694,23720.560269101523,22190.851229657885,23315.038757555187,2425543830.0
2021-03-17,24726.530227247626,24828.05810970068,22900.736879398115,23675.637788336724,2271426252.0
2021-03-18,23979.748861824162,25451.992638836615,23706.841645346023,24706.64577279892,2445995134.0
2021-03-19,24195.31804729812,24669.70671454165,23482.06426011119,23972.934290667996,1873443830.0
2021-03-20,24258.01377971191,25186.352993320674,24095.906960234977,24198.503027415834,2004752539.0
2021-03-21,24271.254237005483,24637.037598900497,23596.14191496838,24277.738845339976,1718563711.0
2021-03-22,23447.87815437885,25378.363392585885,23384.715440683533,24288.124285337515,2323911466.0
2021-03-23,23428.58791263867,24112.105897743255,23183.20323067205,23451.99290261697,2010488139.0
2021-03-24,22893.631493551657,24613.459238626063,22286.75017007673,23447.338469424754,2385752951.0
2021-03-25,21522.31719184108,22920.0075470726,20826.727600794286,22858.31149015669,2314734091.0
