Date,Close,High,Low,Open,Volume
2021-09-30,91.5656824724956,92.86836822112673,88.9039536136588,92.83272638164271,5208025.0
2021-10-01,91.61332871945524,92.17767240865578,91.50539282093814,91.56760492537614,3544174.0
2021-10-02,91.65447030340147,91.89279984544919,91.51318093970987,91.61039588650965,386930.0
2021-10-03,91.71852293801203,93.40156489675428,89.63350263576649,91.65419722770821,1258271.0
2021-10-04,91.8600853773969,91.97452593892741,91.29326762241544,91.70046717317382,2206347.0
2021-10-05,92.98538661720158,93.07187515077021,91.48202300310915,91.86200783027743,3744484.0
2021-10-06,91.64091482598815,93.32377109325898,91.21034545740076,92.9753046626065,4284310.0
2021-10-07,94.81136731682273,96.91040186364626,90.59954613126321,91.64595034177182,3914031.0
2021-10-08,92.09438432221214,95.18136303513165,91.7002814817024,94.83408721450178,2716714.0
2021-10-09,91.72374414526713,92.44450013005189,91.2296792164834,92.09749738511528,4904826.0
2021-10-10,91.41101239983436,93.44188179210687,90.66634590734792,91.69781287743535,6545358.0
2021-10-11,91.9638978329458,92.23878674880689,91.13154127384043,91.4189862100775,29539384.0
2021-10-12,91.86256490469168,91.97892791910272,91.5726459026737,91.96719658732036,43596847.0
2021-10-13,91.84331852983088,92.01475545005815,91.75727784039918,91.86603842750992,17616166.0
2021-10-14,91.82526276499266,91.98168052209076,91.81546480911857,91.84139607695033,81518759.0
2021-10-15,91.71879601370529,91.94814682695869,91.70157039897458,91.82536107224223,84539891.0
2021-10-16,91.81216605474401,91.81885094771495,91.70441038618446,91.72071846658582,50330556.0
2021-10-17,91.79740904428036,91.82315462064071,91.71915647362037,91.81078975324999,33257504.0
2021-10-18,91.77450345512989,91.84277237844435,91.72566659814765,91.79732166005851,34196116.0
2021-10-19,91.74940233740564,91.84413775691064,91.70605976337174,91.77001409073273,46924849.0
2021-10-20,91.661253503622,91.787338012713,91.64943478761779,91.74792772866203,177544734.0
2021-10-21,91.65694983069625,91.69094229299299,91.59610310472453,91.66739224520643,56934941.0
2021-10-22,91.68315417422127,91.71182712201335,91.60929812222275,91.66152657931525,33246503.0
2021-10-23,91.76698841205143,91.76698841205143,91.65987720212797,91.68140648978442,45250328.0
2021-10-24,91.72318707085287,91.78596171121899,91.61186503373938,91.76543734211373,50507230.0
2021-10-25,91.65327969337886,91.77945158669172,91.61956030677537,91.7161417179668,45066505.0
2021-10-26,91.71439403352997,91.76873609648828,91.6487903289817,91.65355276907212,86219216.0
2021-10-27,91.73409917555546,91.7893478498154,91.62899780273438,91.71531156785933,66255127.0
2021-10-28,91.66958777378022,91.74738157727552,91.66445395074697,91.73207841542535,137854130.0
2021-10-29,91.6475997189591,91.72410460518223,91.58904682881075,91.67444852112021,146502345.0
2021-10-30,91.66912900661555,91.7372122384586,91.59674210184674,91.6487903289817,105646883.0
2021-10-31,91.65694983069625,91.7929196798832,91.58474315588501,91.67288652815478,51275664.0
2021-11-01,91.68370032560779,91.76039090330232,91.60041223916414,91.64841894603887,54172170.0
2021-11-02,91.73034165401621,91.80245548309176,91.6393528330227,91.68021587976182,68308319.0
2021-11-03,91.7211772337505,91.78815723979278,91.6826954070566,91.73171795551025,69511106.0
2021-11-04,91.77028716642599,91.80126487306916,91.70441038618446,91.72080585080766,110157101.0
2021-11-05,91.77001409073273,91.82187662639626,91.73272287406144,91.76635487644307,120883048.0
2021-11-06,91.74508774145215,91.77707036664651,91.67288652815478,91.76909655640338,91638461.0
2021-11-07,91.82517538077082,91.86613673475951,91.72309968663103,91.75452523741114,92307831.0
2021-11-08,91.76003044338722,91.83956100829164,91.73656777982251,91.82985043663939,250663795.0
2021-11-09,91.75232970883737,91.80832114898294,91.71906908939853,91.75828275895037,189728251.0
2021-11-10,89.21365968041027,97.12929933936175,86.2913346874975,91.75086602312149,239256509.0
2021-11-11,91.84450913985347,96.23619982304808,89.2208033405459,89.2208033405459,176792946.0
2021-11-12,91.77725605811793,96.0433209993862,89.81969110494357,91.86081722025483,127538173.0
2021-11-13,91.97003657453024,95.26254297722335,91.2122679102813,91.79081153553125,194752913.0
2021-11-14,91.93577103654025,95.84209698253835,90.51277359897357,91.97260348604686,96543254.0
2021-11-15,91.78797154832137,96.18387852021989,91.21914395623753,91.94410530669848,163229798.0
2021-11-16,91.98369035919313,184.941037564211,90.8400712018847,91.80024903149024,266458161.0
2021-11-17,91.77698298242467,111.42315158119527,91.3934208636747,92.01484283427999,422330769.0
2021-11-18,91.67747419980151,93.81536195626177,89.84030831978453,91.77276669372077,387077526.0
2021-11-19,91.8664971946746,92.64003324945224,90.977242584122,91.70147209172501,185578383.0
2021-11-20,91.7844871024754,93.18770293682246,90.69493147091815,91.94099224379534,177682691.0
2021-11-21,91.63824960722195,94.28716029301722,89.4365003691364,91.78613647966267,233029420.0
2021-11-22,91.73042903823807,93.68606607701803,90.60128835418618,91.37253057314047,317765925.0
2021-11-23,91.7780752851977,93.43271737184114,90.48134258667959,91.72676982394842,240305135.0
2021-11-24,91.65190339188484,93.52654618004452,90.5242263935488,91.77184915939142,230716557.0
2021-11-25,91.7738589964938,93.02468767097525,90.63372428503136,91.4693795985113,381858837.0
2021-11-26,91.83250473237786,94.05157243092981,90.84217934623666,91.60782897499303,297887210.0
2021-11-27,91.80602731315957,92.20955672660057,91.28300543786281,91.76982839926131,174782322.0
2021-11-28,91.53407123024407,91.9775516176087,91.24369892257526,91.84726174284151,189613684.0
2021-11-29,91.63046148845024,92.14990607216532,91.13356203397052,91.50887180527023,186032149.0
