Date,Close,High,Low,Open,Volume
2024-05-22,254.489048224852,254.67142660704852,254.45407872535725,254.54573723245994,7217.0
2024-05-23,211.4183686617398,254.6080798607727,211.269126172323,254.489048224852,7671.0
2024-05-24,229.7067620379603,230.04122063425166,211.41424304663087,211.5124938064473,4259.0
2024-05-25,229.82221377505633,230.09441705764038,229.6338106850817,229.7067620379603,2252.0
2024-05-26,241.3932544365307,246.81658286941092,229.68130983046285,229.73909027063928,5332.0
2024-05-27,230.6729636335513,240.25932148381253,230.61967989555706,240.25932148381253,5065.0
2024-05-28,231.59035636467888,231.911172053864,230.70572843925765,230.74218228704558,5360.0
2024-05-29,213.02225064980303,231.6997615653454,212.9790299200904,231.6997615653454,5586.0
2024-05-30,229.8754975130505,230.02098547443165,229.5395982257687,229.636364637292,5288.0
2024-05-31,229.73232338871458,229.98730386536772,229.5113082935932,229.82808568227483,3987.0
2024-06-01,229.72324266974465,229.8510712521675,229.57832225329912,229.7002789285034,1705.0
2024-06-02,218.8555429840635,229.88887847634032,218.60689281630764,229.70575791999727,4348.0
2024-06-03,185.44659560439322,218.9106603287728,183.1070553221834,218.75622262032994,3199.0
2024-06-04,185.54491185016377,185.5924328241963,185.3032031935436,185.34954542040214,2441.0
2024-06-05,185.49317794641684,185.6183434333725,185.409770669532,185.49474960931548,2255.0
2024-06-06,185.43522287702947,185.6087388267697,185.39577850400383,185.56139248194813,4450.0
2024-06-07,185.4435614218528,185.58182409963047,185.24653601458704,185.41243376499915,5082.0
2024-06-08,165.76598175811887,185.4936363480956,165.59238940809882,185.4435614218528,2939.0
2024-06-09,174.9107787341418,174.98530174991905,165.64183130345194,165.76598175811887,4239.0
2024-06-10,162.6658985192007,174.947396296815,162.5997904485266,174.9107787341418,5022.0
2024-06-11,145.33160275138653,162.78016059479705,145.16231064568638,162.6658985192007,5460.0
2024-06-12,163.76008149777405,163.94685835322161,145.23729206314238,145.33160275138653,5965.0
2024-06-13,163.80256005334013,163.9056567737607,163.6783222840677,163.76008149777405,2936.0
2024-06-14,163.7851735325239,163.87250996665534,163.60342818121717,163.80256005334013,4275.0
