Date,Close,High,Low,Open,Volume
2021-01-20,341.18771820199623,342.41784773892874,306.4150677265934,333.12409882486827,46698656.0
2021-01-21,274.0198142366935,342.1725383821613,273.30145039498166,341.01288422014477,43834765.0
2021-01-22,306.6116166875727,320.43997317965113,232.8280062089616,273.96336402938323,63361382.0
2021-01-23,321.07827122809977,329.6171733878291,303.81995295237,306.13567852330743,27904470.0
2021-01-24,333.0174463821095,347.5532873802803,319.73884587569773,321.35298537551716,32747555.0
2021-01-25,339.0255485548915,364.1663387158696,316.2400690173454,333.0388773625164,80055958.0
2021-01-26,370.85461782541825,375.396325371461,337.43587663718785,338.9319163611872,78823456.0
2021-01-27,338.1647921236872,370.9719311432418,323.59714326876565,370.9719311432418,35195110.0
2021-01-28,350.2126295575581,361.33812652988127,330.76977127393184,337.77837909469963,31410527.0
2021-01-29,351.3675212794842,356.67521706814296,333.47328617535095,353.8328049461051,44053151.0
2021-01-30,387.0661823537521,395.10203539438953,345.8173779673234,351.6429563467318,53378198.0
2021-01-31,390.7192360557674,438.6289464442525,382.1385423919419,388.260855742672,78376267.0
2021-02-01,422.556453904981,422.556453904981,377.3515910272981,390.45415601880813,39361629.0
2021-02-02,482.65648170105123,495.13031721640436,410.50883493166475,422.7524567145738,98755962.0
2021-02-03,523.750441246375,529.6871505099116,464.80991468993307,480.73997094760125,49386327.0
2021-02-04,588.8138928430999,598.4300021515373,513.4189173137129,525.1943344359897,108249482.0
2021-02-05,612.2392870371987,653.0506023169728,588.8488902239478,589.6665006956173,92892157.0
2021-02-06,559.9271158601769,622.9975518172287,523.552341215458,612.750703195532,102365494.0
2021-02-07,613.9566928411805,629.6299268708535,528.5702927705424,560.5536607307877,105451103.0
2021-02-08,722.3343185996928,738.1570670329384,594.5739549021819,614.1384957147238,155254261.0
2021-02-09,716.2449054084864,775.8945549251803,693.6512342378846,721.1014146137168,121037873.0
2021-02-10,831.2778882709681,831.3136284177017,697.6491497714014,716.4060856056749,120679902.0
2021-02-11,844.3934735115326,889.4430109348905,802.790631950309,832.0239747570595,53600048.0
2021-02-12,847.2944549082604,909.3675747414236,831.9007630042615,844.3420042048673,91484664.0
2021-02-13,800.1461232446891,870.3873958303593,795.6154261105985,846.2884877464094,91417968.0
2021-02-14,800.7363162790134,844.8468228544516,784.318131758133,801.1112819749396,93500423.0
2021-02-15,811.9922778945474,853.1244680369274,718.4144808683923,799.3957549317274,109854635.0
2021-02-16,760.325220735278,822.8620886337594,731.5253473609773,811.9014856880531,71625205.0
2021-02-17,753.4264985734771,772.7346540791332,691.2856996604969,760.4005459345062,89948578.0
2021-02-18,822.8697784452816,850.2414877898991,754.3697238640452,754.3697238640452,77306770.0
2021-02-19,1050.586331981787,1070.2795897531034,784.0676011941105,822.8256494132511,261175711.0
2021-02-20,916.53404215895,1080.0069391759462,899.4168712475512,1051.72564746617,140264810.0
2021-02-21,1015.7544568500307,1066.588043301366,905.9401907923166,915.1491770111897,137742366.0
2021-02-22,1324.477494797873,1332.8025022285874,848.1092253927201,1014.6112090756651,574136241.0
2021-02-23,1392.90169987455,1442.549307667039,1062.886622432561,1321.439145404409,485252846.0
2021-02-24,1585.42976326996,1662.7567602521738,1361.7717699169298,1394.029131104762,375439707.0
2021-02-25,1265.947543007758,1621.4158092038124,1264.1056583797617,1578.7843679672806,364505276.0
2021-02-26,1245.0494315856777,1418.7563317437598,1202.185373550601,1270.5177378101216,289687328.0
2021-02-27,1209.6097991910065,1338.8889006641402,1196.4248308782987,1246.2985890369164,247640940.0
2021-02-28,1199.3545616840129,1262.557384737156,1052.8155908652116,1210.2144106219348,300493226.0
2021-03-01,1370.3655712140314,1421.7207540855452,1196.4351422164762,1201.1127322274842,306451693.0
2021-03-02,1279.0419812666366,1394.9713077846682,1233.39491053432,1371.3969671844388,178549852.0
2021-03-03,1293.3974612309248,1349.6363734927727,1261.4608875214765,1279.4651830530202,153830742.0
2021-03-04,1200.1550885403121,1306.662560875062,1170.2186522846168,1291.4985147060652,116364466.0
2021-03-05,1155.4822644973176,1198.4946135568607,1116.4634617601987,1197.252534227591,90978408.0
2021-03-06,1194.5175828523645,1215.9608844345203,1090.4975897765835,1151.7707070587785,118851546.0
2021-03-07,1271.6027003085183,1282.5222326699584,1166.105913883599,1195.2019760778348,117548176.0
2021-03-08,1246.354864475783,1270.9698637739348,1198.71700640145,1266.9371693201247,115525659.0
2021-03-09,1360.3525627699855,1373.1928877117462,1220.515350076952,1247.5554362996772,134867044.0
2021-03-10,1303.9799526487186,1391.655513486854,1290.0505581501347,1360.7757645563688,103150901.0
2021-03-11,1465.3565021837132,1487.9998512844322,1255.7044519076007,1302.9494305205299,229272516.0
2021-03-12,1333.3982004688878,1510.5769631449948,1292.9977658002172,1467.9808251340874,185287457.0
2021-03-13,1402.7302402262865,1410.5732362893177,1275.4808120738887,1334.4666473493564,145102757.0
2021-03-14,1329.3779145745793,1406.4896842183955,1317.511748937919,1402.0685668984952,90232804.0
2021-03-15,1299.9095955952946,1355.2362165811064,1255.1392507607231,1326.5246449629776,102600692.0
2021-03-16,1248.2410529042536,1308.7274500372002,1212.2346464467116,1297.8250449832412,112303590.0
2021-03-17,1302.9829860617174,1307.252316988277,1203.1372498791316,1249.3580854120664,94696339.0
2021-03-18,1303.8829561624736,1351.1132542261328,1266.9801623572712,1302.1101050697323,79074263.0
2021-03-19,1301.5712065736298,1327.5410108472279,1276.617156494729,1304.1234375409838,68715211.0
2021-03-20,1302.2295593009912,1372.4391114141324,1296.7377231108549,1300.7492705829793,68049683.0
2021-03-21,1313.2456512275676,1316.3167697042227,1252.4084064439228,1302.811188681575,64229338.0
2021-03-22,1367.0399024991493,1521.0296889933525,1301.3961759772792,1314.9015822314832,260995136.0
2021-03-23,1301.574439789838,1396.7657427802042,1291.6992362636374,1360.5641199710662,106780662.0
2021-03-24,1251.7710259298037,1408.4688494589063,1251.7710259298037,1300.2517922080297,118813690.0
2021-03-25,1193.4755260068923,1255.7983025618594,1155.8746196533905,1250.7895263500686,116277943.0
2021-03-26,1354.2235208341735,1356.502588724048,1133.4926367602018,1192.966338146216,149987319.0
2021-03-27,1512.640978464915,1539.7487874595681,1352.2649782700173,1354.8489297099004,223872587.0
2021-03-28,1650.809414673422,1776.320246348041,1497.676780011272,1509.9930617746431,426120062.0
2021-03-29,1727.6472347817617,1739.8369841919048,1621.866537020076,1656.9549722271624,216748601.0
2021-03-30,1762.3852592592593,1912.2490249507248,1731.0003421423025,1731.0003421423025,264028427.0
2021-03-31,1783.5794284249423,1813.8694212422124,1663.639515661227,1750.2682135216892,206011018.0
2021-04-01,1748.7304259857046,1865.7074893236274,1726.679367140634,1779.0394685633362,173731886.0
2021-04-02,1815.190845444915,1816.505803215201,1701.4055781940115,1748.7056088667014,131061660.0
2021-04-03,2066.4425040660426,2183.2614019624307,1813.2874423247413,1813.9290172815092,483057740.0
2021-04-04,2204.7149274985422,2342.910627584264,2035.352071776695,2064.1603777284035,426557980.0
2021-04-05,2106.026857486926,2270.350090366672,2089.7323216399527,2192.5755114001804,264085329.0
2021-04-06,2286.7982476756442,2322.4767011486115,2004.532181038172,2105.436489684158,320886935.0
2021-04-07,2426.1600028176326,2518.6626680703484,2115.654851049534,2304.0623988481825,676846221.0
2021-04-08,2477.097139571852,2562.864054236503,2357.1500613019452,2429.505595135095,377988327.0
2021-04-09,2545.2954564350653,2658.591022506764,2465.1705914378977,2472.6821391474805,282477938.0
2021-04-10,2459.4509445814183,2589.249545253406,2378.984407276846,2533.5153642569203,270235258.0
2021-04-11,2559.371132121014,2628.5818825784954,2343.715785804321,2456.3947688066983,232938762.0
2021-04-12,2612.537265605992,2736.2528758270782,2459.573632028885,2558.1320238552867,308804546.0
2021-04-13,2513.892188631522,2638.726491660637,2420.618445005268,2615.1843084540446,258183912.0
2021-04-14,2425.887888350815,2518.2115907171974,2271.6680192005,2510.6350291465637,342565805.0
2021-04-15,2548.9641956049013,2588.4641358674853,2340.1510338584776,2422.3815090651624,221346739.0
2021-04-16,2327.1351540150354,2586.400644852896,2288.2434079364753,2549.1484015445462,240665351.0
2021-04-17,2299.8763450850383,2457.4683713562554,2299.8763450850383,2324.55487271247,201720376.0
2021-04-18,2959.883954839781,3014.829405849916,1973.6161676556221,2303.140844844631,1155150688.0
2021-04-19,2902.430576662766,3305.9978274718164,2742.080879118643,2963.238110810984,1219130981.0
2021-04-20,2911.0581956537208,2996.0134856658988,2651.0625222581434,2884.1408842626843,793008154.0
2021-04-21,2979.1374952067854,3207.4092007046565,2764.2170501957885,2902.947541719186,729130141.0
2021-04-22,3562.5135116167367,3754.210725830868,2895.539631696709,2994.749909818056,1638622971.0
2021-04-23,3388.2955885293195,3799.2370190512156,2901.3653629985056,3564.2930039103376,1612232268.0
