Date,Close,High,Low,Open,Volume
2024-04-15,92.00394165260512,92.0764268646235,91.98809233936845,92.06845305438037,1569009.0
2024-04-16,91.99249431954377,92.00788486561578,91.97911361057413,92.00394165260512,1144086.0
2024-04-17,91.91982341605399,91.99249431954377,91.90910792585055,91.99249431954377,17333.0
2024-04-18,91.93017844634232,91.96765535448503,91.90791731582794,91.91982341605399,11811.0
2024-04-19,91.95501741140106,91.96921734745047,91.9176278874802,91.93017844634232,2070973.0
2024-04-20,92.0026636583607,92.03968179933874,91.9517186570265,91.95501741140106,468225.0
2024-04-21,91.98690172934585,92.08347221750955,91.96976349883697,92.0080705570872,659572.0
2024-04-22,92.00870409269557,92.07751916739653,91.95620802142366,91.98341728349988,6363954.0
2024-04-23,91.95464602845823,92.29835001902029,91.86705426908883,92.00870409269557,28806790.0
2024-04-24,91.84175653686542,91.96673782015569,91.84029285114957,91.9302767535919,1181593.0
2024-04-25,91.9048042529248,92.00293673405395,91.79722335280894,91.84175653686542,7664202.0
2024-04-26,91.83122673813341,91.96088307729224,91.55624497653662,91.9048042529248,945492.0
2024-04-27,91.7853172525829,91.87300731920186,91.69240597870886,91.8352573353659,29625.0
2024-04-28,91.75645861331941,91.85816292451636,91.7299702710734,91.7853172525829,851199.0
2024-04-29,91.77139039222675,91.82911859378147,91.7498611045703,91.75645861331941,676475.0
2024-04-30,91.7009259403385,91.81912402340822,91.6433834302552,91.77139039222675,388010.0
2024-05-01,91.67325791109761,91.7913686099455,91.6307345641435,91.7009259403385,414203.0
2024-05-02,91.79933149716089,91.87117225054317,91.66528410085448,91.67325791109761,84067.0
2024-05-03,91.78861600695745,91.84294714688804,91.78778585684995,91.79924411293905,0.0
2024-05-04,91.77139039222675,91.78861600695745,91.77139039222675,91.78861600695745,0.0
2024-05-05,91.8085942246762,91.85073526565975,91.6992765631512,91.77139039222675,310101.0
2024-05-06,91.7893478498154,91.88812478958062,91.76561211055741,91.80813545751153,22154.0
2024-05-07,91.79557397562166,91.84350422130228,91.76965363081763,91.7893478498154,37156.0
2024-05-08,91.81116113619282,91.81116113619282,91.59702063905387,91.79301798713276,5015.0
2024-05-09,91.71165235356966,91.87530115502523,91.71165235356966,91.81116113619282,4022.0
2024-05-10,91.1171556463196,91.83269042384927,91.1171556463196,91.71165235356966,280.0
2024-05-11,91.1196297121005,91.12000109504335,91.11697541636204,91.1171556463196,1562.0
2024-05-12,91.1404326184129,91.1404326184129,91.11678972489062,91.1196297121005,2767.0
2024-05-13,91.76094797771657,91.79448167284863,91.14583951713941,91.14583951713941,170.0
2024-05-14,91.76433411631297,91.79154337838918,91.76094797771657,91.76094797771657,119.0
2024-05-15,91.66152657931525,92.2922986616577,91.2513941956113,91.76433411631297,2.0
2024-05-16,91.66152657931525,91.66152657931525,91.66152657931525,91.66152657931525,1.0
2024-05-17,91.66189796225808,91.66189796225808,91.66152657931525,91.66152657931525,242.0
2024-05-18,91.66152657931525,91.66198534647992,91.66152657931525,91.66189796225808,0.0
2024-05-19,91.78824462401462,91.88849617252345,91.66152657931525,91.66152657931525,2.0
2024-05-20,91.7253935224544,91.78824462401462,91.66198534647992,91.78824462401462,129.0
2024-05-21,91.79099722700266,91.7910846112245,91.72034708364299,91.7253935224544,66.0
2024-05-22,91.78604909544083,91.81720157052769,91.75681907323451,91.79099722700266,5.0
2024-05-23,91.76525165064231,91.7937498299907,91.6933235130382,91.78604909544083,15003.0
2024-05-24,91.78064219671433,91.80437793597228,91.73326902544795,91.76525165064231,11317.0
2024-05-25,91.79448167284863,91.80419224450088,91.75554107899006,91.78064219671433,4266.0
2024-05-26,91.83021089655449,91.8325921165997,91.77863235961195,91.79448167284863,20.0
2024-05-27,91.78778585684995,91.85935353453897,91.78778585684995,91.83021089655449,74.0
2024-05-28,91.69497289022547,91.79053845983799,91.69497289022547,91.78778585684995,555.0
