Price,Close,High,Low,Open,Volume
Ticker,BREV-USD,BREV-USD,BREV-USD,BREV-USD,BREV-USD
Date,,,,,
2025-12-30,0.4290100038051605,0.5006409883499146,0.4111979901790619,0.4114829897880554,0
2025-12-31,0.40323400497436523,0.4330900013446808,0.3700590133666992,0.4290100038051605,0
2026-01-01,0.4044559895992279,0.4049589931964874,0.3615559935569763,0.40323400497436523,0
2026-01-02,0.3905999958515167,0.4264410138130188,0.3905999958515167,0.4044559895992279,0
2026-01-03,0.44709300994873047,0.4620339870452881,0.3811269998550415,0.3905999958515167,0
2026-01-04,0.4157019853591919,0.4501050114631653,0.4114620089530945,0.44709300994873047,0
2026-01-05,0.4157019853591919,0.4157019853591919,0.4157019853591919,0.4157019853591919,0
2026-01-06,0.34842899441719055,0.47953900694847107,0.3198480010032654,0.4157019853591919,228786380
2026-01-07,0.4346809983253479,0.5663480162620544,0.3340870141983032,0.34842899441719055,842415501
2026-01-08,0.39730700850486755,0.4924429953098297,0.38067901134490967,0.4348520040512085,313662016
2026-01-09,0.39346200227737427,0.4276289939880371,0.3764449954032898,0.3973020017147064,238827449
2026-01-10,0.37897801399230957,0.40362098813056946,0.3735849857330322,0.3935970067977905,168468754
2026-01-11,0.357807993888855,0.37915998697280884,0.35148099064826965,0.3789049983024597,167633251
2026-01-12,0.33437299728393555,0.357697993516922,0.33007198572158813,0.357697993516922,253388792
2026-01-13,0.34523698687553406,0.35114800930023193,0.30649900436401367,0.33443400263786316,335838111
2026-01-14,0.3231840133666992,0.34551799297332764,0.3161799907684326,0.3452030122280121,148575315
2026-01-15,0.3116630017757416,0.35036501288414,0.30221301317214966,0.3232859969139099,165337323
2026-01-16,0.312375009059906,0.3298580050468445,0.303956001996994,0.3116779923439026,189802016
2026-01-17,0.3152030110359192,0.3342300057411194,0.3104510009288788,0.3123700022697449,194145282
2026-01-18,0.2954689860343933,0.3169269859790802,0.29524898529052734,0.3152030110359192,143373591
2026-01-19,0.2711170017719269,0.295522004365921,0.2696410119533539,0.29546600580215454,222809667
2026-01-20,0.2566621005535126,0.2876918315887451,0.2559930086135864,0.2711697518825531,700582272
