Date,Open,High,Low,Close,Volume
2021-01-21,0.8550660014152527,0.8556370139122009,0.7716879844665527,0.7748979926109314,0.0
2021-01-22,0.7756339907646179,0.8311589956283569,0.7416710257530212,0.819612979888916,0.0
2021-01-23,0.8200870156288147,0.8400369882583618,0.794609010219574,0.8189550042152405,0.0
2021-01-24,0.8192980289459229,0.8469430208206177,0.8130850195884705,0.8408939838409424,0.0
2021-01-25,0.8407449722290039,0.8703219890594482,0.8157370090484619,0.8345500230789185,0.0
2021-01-26,0.8356159925460815,0.8527590036392212,0.8032039999961853,0.8363149762153625,0.0
2021-01-27,0.8370879888534546,0.8441789746284485,0.797685980796814,0.8233619928359985,0.0
2021-01-28,0.8230810165405273,0.8649190068244934,0.8132979869842529,0.855027973651886,0.0
2021-01-29,0.8530279994010925,0.8836889863014221,0.8414520025253296,0.8605239987373352,0.0
2021-01-30,0.8604919910430908,0.9034330248832703,0.8570420145988464,0.8985249996185303,0.0
2021-01-31,0.8991209864616394,0.9179099798202515,0.8721960186958313,0.8890159726142883,0.0
2021-02-01,0.8892300128936768,1.0472290515899658,0.8741340041160583,1.0369640588760376,0.0
2021-02-02,1.03656804561615,1.0628279447555542,0.9919999837875366,1.0257920026779175,0.0
2021-02-03,1.0256249904632568,1.0583440065383911,1.0035649538040161,1.0508040189743042,0.0
2021-02-04,1.0496089458465576,1.1467900276184082,1.0368239879608154,1.1239399909973145,0.0
2021-02-05,1.1237809658050537,1.3759570121765137,1.1237809658050537,1.364974021911621,0.0
2021-02-06,1.3635289669036865,1.5154919624328613,1.2502460479736328,1.464292049407959,0.0
2021-02-07,1.4619640111923218,1.4997390508651733,1.2965060472488403,1.3788150548934937,0.0
2021-02-08,1.3788620233535767,1.6044600009918213,1.3641799688339233,1.6044600009918213,0.0
2021-02-09,1.6050059795379639,2.2930989265441895,1.5771729946136475,2.170185089111328,0.0
2021-02-10,2.169471025466919,2.9773480892181396,2.1656370162963867,2.6118791103363037,0.0
2021-02-11,2.608736038208008,2.6450040340423584,2.394850969314575,2.502471923828125,0.0
2021-02-12,2.5022730827331543,2.820280075073242,2.4478681087493896,2.757662057876587,0.0
2021-02-13,2.754106044769287,2.784717082977295,2.5285520553588867,2.6854259967803955,0.0
2021-02-14,2.6839749813079834,2.7907509803771973,2.5890750885009766,2.7438600063323975,0.0
2021-02-15,2.743952989578247,2.8001410961151123,2.408255100250244,2.605195999145508,0.0
2021-02-16,2.6061649322509766,2.680906057357788,2.5510060787200928,2.6131539344787598,0.0
2021-02-17,2.6161611080169678,3.522758960723877,2.5565619468688965,3.306375026702881,0.0
2021-02-18,3.3126471042633057,4.012619972229004,3.2846269607543945,3.945322036743164,0.0
