Price,Close,High,Low,Open,Volume
Ticker,WETH-USD,WETH-USD,WETH-USD,WETH-USD,WETH-USD
Date,,,,,
2021-01-20,1381.10498046875,1403.1663818359375,1245.930908203125,1383.0645751953125,1036041695
2021-01-21,1118.5794677734375,1381.7110595703125,1104.6654052734375,1380.9803466796875,1196074368
2021-01-22,1235.8814697265625,1274.4649658203125,1053.0164794921875,1118.58203125,1161838849
2021-01-23,1229.1866455078125,1269.3961181640625,1203.5274658203125,1235.82763671875,866391994
2021-01-24,1394.2286376953125,1394.262451171875,1226.47314453125,1229.2333984375,1053793802
2021-01-25,1322.728515625,1462.1278076171875,1308.5323486328125,1394.23291015625,1238652301
2021-01-26,1355.5538330078125,1373.480224609375,1250.552001953125,1322.7491455078125,1158684637
2021-01-27,1247.5126953125,1367.137451171875,1213.569091796875,1355.4730224609375,1092748209
2021-01-28,1333.3238525390625,1357.234619140625,1229.752685546875,1247.515869140625,938400519
2021-01-29,1384.48388671875,1432.1866455078125,1295.5953369140625,1333.3935546875,1455199689
2021-01-30,1382.429931640625,1401.4571533203125,1331.9932861328125,1384.4791259765625,1009823624
2021-01-31,1318.0615234375,1382.4124755859375,1292.39111328125,1382.4124755859375,1023645002
2021-02-01,1371.5228271484375,1372.380126953125,1275.112548828125,1318.0450439453125,1224941384
2021-02-02,1519.485595703125,1542.3720703125,1367.8896484375,1371.4593505859375,1459049863
2021-02-03,1662.4796142578125,1662.4796142578125,1516.063232421875,1519.5079345703125,1257501210
2021-02-04,1596.277099609375,1693.467041015625,1565.7855224609375,1662.5838623046875,1607652193
2021-02-05,1717.8388671875,1754.841552734375,1596.0128173828125,1596.5103759765625,1494804733
2021-02-06,1679.248779296875,1735.4207763671875,1650.617431640625,1717.916015625,1317722507
2021-02-07,1619.1744384765625,1686.94580078125,1507.400390625,1679.2586669921875,1177101300
2021-02-08,1743.20947265625,1772.72900390625,1574.9183349609375,1619.1610107421875,1927286850
2021-02-09,1773.195068359375,1818.7178955078125,1716.9354248046875,1743.2462158203125,1303921945
2021-02-10,1748.20556640625,1826.657470703125,1688.59375,1773.285888671875,1431037416
2021-02-11,1785.378173828125,1809.436767578125,1711.8974609375,1748.2105712890625,1173684447
2021-02-12,1840.9764404296875,1857.8797607421875,1744.893798828125,1785.2003173828125,1274628644
2021-02-13,1814.019287109375,1867.18017578125,1771.7618408203125,1840.9708251953125,1228865741
2021-02-14,1806.980224609375,1846.7972412109375,1790.780029296875,1814.028076171875,1107329494
2021-02-15,1778.08984375,1831.98193359375,1685.4111328125,1807.0411376953125,1576526836
2021-02-16,1779.37060546875,1822.815673828125,1732.4200439453125,1778.1591796875,1206962747
2021-02-17,1847.3919677734375,1856.763427734375,1732.474609375,1779.3399658203125,1352057000
2021-02-18,1932.1729736328125,1946.9775390625,1846.8626708984375,1847.40185546875,1282085571
2021-02-19,1959.8876953125,1973.4569091796875,1897.7406005859375,1932.1680908203125,1319592497
2021-02-20,1913.87451171875,2034.7255859375,1871.5162353515625,1959.8876953125,1687922976
2021-02-21,1930.3018798828125,1973.87548828125,1892.684326171875,1913.8970947265625,1138893041
2021-02-22,1775.217041015625,1933.771728515625,1612.2347412109375,1930.3148193359375,2013426562
2021-02-23,1559.874267578125,1780.0416259765625,1346.0313720703125,1775.0545654296875,2959363699
2021-02-24,1622.7108154296875,1708.5035400390625,1510.3455810546875,1559.8822021484375,1571794483
2021-02-25,1479.2166748046875,1664.7889404296875,1468.21826171875,1622.7100830078125,1113975341
2021-02-26,1442.6826171875,1554.0765380859375,1405.67724609375,1479.188232421875,1433890550
2021-02-27,1463.6318359375,1529.94091796875,1436.8922119140625,1442.7684326171875,999747560
2021-02-28,1423.1341552734375,1464.530029296875,1306.7880859375,1463.600830078125,1435148330
2021-03-01,1566.1234130859375,1566.1234130859375,1417.6982421875,1423.1617431640625,1164382730
2021-03-02,1489.020751953125,1599.262939453125,1463.4869384765625,1566.0400390625,1156180981
2021-03-03,1585.330078125,1648.26806640625,1485.5106201171875,1488.9912109375,1041402664
2021-03-04,1538.7347412109375,1618.981689453125,1511.896484375,1585.336181640625,1090168533
2021-03-05,1531.306396484375,1544.6229248046875,1449.8106689453125,1538.7052001953125,1227428220
2021-03-06,1661.46337890625,1671.26416015625,1520.00537109375,1531.31201171875,1068581028
2021-03-07,1727.772705078125,1730.8238525390625,1637.0352783203125,1661.5089111328125,1310907344
2021-03-08,1834.9443359375,1834.9443359375,1674.5958251953125,1727.70361328125,1432310758
2021-03-09,1864.407470703125,1864.407470703125,1800.2470703125,1834.8846435546875,1441969949
2021-03-10,1802.18212890625,1872.278564453125,1766.226318359375,1864.34326171875,1141743643
2021-03-11,1825.6986083984375,1842.4892578125,1731.12060546875,1802.1956787109375,1213579762
2021-03-12,1769.42138671875,1832.77490234375,1731.46044921875,1825.7137451171875,1292549005
2021-03-13,1928.782470703125,1939.1470947265625,1731.6552734375,1769.446533203125,1349481994
2021-03-14,1872.206298828125,1928.75732421875,1847.5916748046875,1928.75732421875,1176292988
2021-03-15,1791.2530517578125,1886.1663818359375,1750.824951171875,1872.1981201171875,1221914819
2021-03-16,1798.7357177734375,1814.1051025390625,1719.8260498046875,1791.253173828125,1092788116
2021-03-17,1833.5169677734375,1862.0556640625,1765.5491943359375,1798.83203125,1045930016
2021-03-18,1789.6641845703125,1857.5379638671875,1776.8389892578125,1833.6837158203125,1002613798
2021-03-19,1815.5047607421875,1840.357666015625,1748.9500732421875,1789.7081298828125,1113691432
2021-03-20,1815.6669921875,1868.8778076171875,1813.5911865234375,1814.3199462890625,928428229
2021-03-21,1791.7178955078125,1826.6365966796875,1762.857421875,1816.52587890625,932741098
2021-03-22,1692.644775390625,1810.73486328125,1680.1490478515625,1788.80615234375,1303267397
2021-03-23,1679.3431396484375,1726.4453125,1663.09033203125,1692.2310791015625,1190263527
2021-03-24,1593.845458984375,1739.849365234375,1568.4796142578125,1679.13525390625,1349497843
