Price,Close,High,Low,Open,Volume
Ticker,MPRO31258-USD,MPRO31258-USD,MPRO31258-USD,MPRO31258-USD,MPRO31258-USD
Date,,,,,
2024-05-22,2.779599905014038,2.7815918922424316,2.7792179584503174,2.780219078063965,7217
2024-05-23,2.3091700077056885,2.780900001525879,2.307539939880371,2.779599905014038,7671
2024-05-24,2.508920907974243,2.5125739574432373,2.3091249465942383,2.3101980686187744,4259
2024-05-25,2.5101819038391113,2.513154983520508,2.5081241130828857,2.508920907974243,2252
2024-05-26,2.636564016342163,2.6957991123199463,2.5086429119110107,2.5092740058898926,5332
2024-05-27,2.5194740295410156,2.624178886413574,2.5188920497894287,2.624178886413574,5065
2024-05-28,2.529494047164917,2.5329980850219727,2.519831895828247,2.5202300548553467,5360
2024-05-29,2.326688051223755,2.530689001083374,2.326215982437134,2.530689001083374,5586
2024-05-30,2.5107638835906982,2.51235294342041,2.5070950984954834,2.5081520080566406,5288
2024-05-31,2.509200096130371,2.5119850635528564,2.5067861080169678,2.5102460384368896,3987
2024-06-01,2.509100914001465,2.5104970932006836,2.5075180530548096,2.50885009765625,1705
2024-06-02,2.3904008865356445,2.5109100341796875,2.3876850605010986,2.5089099407196045,4348
2024-06-03,2.025499105453491,2.391002893447876,1.9999459981918335,2.3893160820007324,3199
2024-06-04,2.0265729427337646,2.0270919799804688,2.023932933807373,2.0244390964508057,2441
2024-06-05,2.026007890701294,2.0273749828338623,2.025096893310547,2.0260250568389893,2255
2024-06-06,2.0253748893737793,2.0272700786590576,2.0249440670013428,2.0267529487609863,4450
2024-06-07,2.025465965270996,2.0269761085510254,2.0233139991760254,2.0251259803771973,5082
2024-06-08,1.8105419874191284,2.026012897491455,1.8086459636688232,2.025465965270996,2939
2024-06-09,1.910423994064331,1.9112379550933838,1.8091859817504883,1.8105419874191284,4239
2024-06-10,1.7766820192337036,1.910823941230774,1.7759599685668945,1.910423994064331,5022
2024-06-11,1.5873520374298096,1.7779300212860107,1.5855029821395874,1.7766820192337036,5460
2024-06-12,1.7886329889297485,1.790673017501831,1.5863219499588013,1.5873520374298096,5965
2024-06-13,1.7890969514846802,1.7902230024337769,1.7877399921417236,1.7886329889297485,2936
2024-06-14,1.7889070510864258,1.7898609638214111,1.7869219779968262,1.7890969514846802,4275
2024-06-15,1.787335991859436,1.7894059419631958,1.7871630191802979,1.7889070510864258,2181
2024-06-16,1.7874699831008911,1.7896490097045898,1.7868629693984985,1.787335991859436,4453
2024-06-17,1.78889799118042,1.789597988128662,1.7867710590362549,1.7874699831008911,4803
2024-06-18,1.7875169515609741,1.790761947631836,1.7873599529266357,1.78889799118042,5684
2024-06-19,1.7883950471878052,1.790073037147522,1.7875169515609741,1.7875169515609741,4483
2024-06-20,1.787269949913025,1.7900470495224,1.7869199514389038,1.7883950471878052,4506
2024-06-21,1.4581910371780396,1.7889859676361084,1.4573489427566528,1.787269949913025,3443
2024-06-22,1.4590990543365479,1.459725022315979,1.4575480222702026,1.4581910371780396,4261
2024-06-23,1.4575140476226807,1.4595609903335571,1.457358956336975,1.4590990543365479,7342
2024-06-24,1.4577709436416626,1.4598180055618286,1.4573520421981812,1.4575140476226807,8801
2024-06-25,1.4585809707641602,1.4597840309143066,1.4575539827346802,1.4577709436416626,3111
2024-06-26,1.4584310054779053,1.4598890542984009,1.4574650526046753,1.4585809707641602,4473
2024-06-27,1.4566479921340942,1.4594769477844238,1.4564809799194336,1.4584310054779053,5649
2024-06-28,1.4560470581054688,1.4594670534133911,1.4555859565734863,1.4566479921340942,5608
2024-06-29,1.4565949440002441,1.4577449560165405,1.4556879997253418,1.4560470581054688,3155
2024-06-30,1.4574919939041138,1.4584410190582275,1.4545320272445679,1.4565949440002441,4758
2024-07-01,1.457811951637268,1.4586939811706543,1.4562000036239624,1.4574919939041138,4852
2024-07-02,1.1239089965820312,1.4586210250854492,1.1236610412597656,1.457811951637268,3132
2024-07-03,1.1245009899139404,1.1254019737243652,1.1238369941711426,1.1239089965820312,5431
2024-07-04,1.125430941581726,1.1257359981536865,1.1243760585784912,1.1245009899139404,6426
2024-07-05,1.411044955253601,1.4123170375823975,1.1250940561294556,1.125430941581726,10261
2024-07-06,1.4111219644546509,1.4123259782791138,1.4108220338821411,1.411044955253601,8422
2024-07-07,1.4106700420379639,1.4119199514389038,1.41041100025177,1.4111219644546509,7773
2024-07-08,1.4108220338821411,1.4137879610061646,1.4102400541305542,1.4106700420379639,9522
2024-07-09,1.4109970331192017,1.4126429557800293,1.4105379581451416,1.4108220338821411,8084
2024-07-10,1.6119279861450195,1.6131609678268433,1.4109129905700684,1.4109970331192017,7439
2024-07-11,1.6118229627609253,1.6131980419158936,1.6105740070343018,1.6119279861450195,9072
2024-07-12,1.6121779680252075,1.6135280132293701,1.6108750104904175,1.6118229627609253,5580
2024-07-13,1.61250901222229,1.6131190061569214,1.6111459732055664,1.6121779680252075,8118
2024-07-14,1.6126350164413452,1.6136369705200195,1.6112860441207886,1.61250901222229,5916
2024-07-15,1.6129640340805054,1.6140899658203125,1.6114150285720825,1.6126350164413452,8896
2024-07-16,1.613176941871643,1.614151954650879,1.6112409830093384,1.6129640340805054,6533
2024-07-17,1.6118340492248535,1.6148179769515991,1.6109039783477783,1.613176941871643,5115
2024-07-18,1.6111259460449219,1.6135079860687256,1.6107629537582397,1.6118340492248535,10385
2024-07-19,1.6120409965515137,1.6136219501495361,1.6104880571365356,1.6111259460449219,8498
2024-07-20,1.6118919849395752,1.6137609481811523,1.611449956893921,1.6120409965515137,7036
2024-07-21,1.6126129627227783,1.6139830350875854,1.6111890077590942,1.6118919849395752,11277
2024-07-22,1.6127300262451172,1.6136109828948975,1.611003041267395,1.6126129627227783,4924
2024-07-23,1.612254023551941,1.6135929822921753,1.6109319925308228,1.6127300262451172,16181
2024-07-24,1.6108249425888062,1.6136879920959473,1.61067795753479,1.612254023551941,5986
2024-07-25,1.6106899976730347,1.6131149530410767,1.6103379726409912,1.6108249425888062,7409
2024-07-26,1.6119179725646973,1.612894058227539,1.6105400323867798,1.6106899976730347,4695
